"participant_id","option1","option2","option3","word1","word2","word3","word4","word5","word6"
"sbj_blind_1","stuzzicadenti, satellite","giallo, bidet","eccentrico, bersaglio","stuzzicadenti","satellite","giallo","bidet","eccentrico","bersaglio"
"sbj_blind_1","menta, bidet","timone, autorità","penna, limone","menta","bidet","timone","autorità","penna","limone"
"sbj_blind_1","damigiana, ciliegio","bersaglio, documento","posacenere, equilibrio","damigiana","ciliegio","bersaglio","documento","posacenere","equilibrio"
"sbj_blind_1","braccialetto, satellite","mais, satellite","candela, lattuga","braccialetto","satellite","mais","satellite","candela","lattuga"
"sbj_blind_1","rosa, menta","equilatero, damigiana","sole, documento","rosa","menta","equilatero","damigiana","sole","documento"
"sbj_blind_1","fiammifero, rosa","cipolla, crostino","blu, panchina","fiammifero","rosa","cipolla","crostino","blu","panchina"
"sbj_blind_1","timone, rosa","fiammifero, lanterna","viola, rosa","timone","rosa","fiammifero","lanterna","viola","rosa"
"sbj_blind_1","lattuga, autorità","pomodoro, eccentrico","﻿anello, timone","lattuga","autorità","pomodoro","eccentrico","﻿anello","timone"
"sbj_blind_1","gessetto, crostino","portafoglio, spremiagrumi","gessetto, damigiana","gessetto","crostino","portafoglio","spremiagrumi","gessetto","damigiana"
"sbj_blind_1","cipolla, leone","verde, succo","penna, verde","cipolla","leone","verde","succo","penna","verde"
"sbj_blind_1","﻿anello, succo","rana, autostrada","limone, caramella","﻿anello","succo","rana","autostrada","limone","caramella"
"sbj_blind_1","coperta, bersaglio","giallo, rana","diario, piatto","coperta","bersaglio","giallo","rana","diario","piatto"
"sbj_blind_1","eccentrico, autostrada","penna, bersaglio","spinaci, pidocchio","eccentrico","autostrada","penna","bersaglio","spinaci","pidocchio"
"sbj_blind_1","blu, soglia","rana, equilibrio","coccodrillo, crostino","blu","soglia","rana","equilibrio","coccodrillo","crostino"
"sbj_blind_1","succo, ciliegio","piatto, cavolo","cuscino, equilatero","succo","ciliegio","piatto","cavolo","cuscino","equilatero"
"sbj_blind_1","mais, mappa","timone, spremiagrumi","timone, satellite","mais","mappa","timone","spremiagrumi","timone","satellite"
"sbj_blind_1","rosa, sole","fiammifero, lattuga","spinaci, damigiana","rosa","sole","fiammifero","lattuga","spinaci","damigiana"
"sbj_blind_1","eccentrico, pidocchio","forchetta, spinaci","giallo, cassettiera","eccentrico","pidocchio","forchetta","spinaci","giallo","cassettiera"
"sbj_blind_1","cuscino, ciliegio","crostino, equilibrio","piatto, spremiagrumi","cuscino","ciliegio","crostino","equilibrio","piatto","spremiagrumi"
"sbj_blind_1","menta, equilatero","lanterna, documento","mappa, libreria","menta","equilatero","lanterna","documento","mappa","libreria"
"sbj_blind_1","forchetta, eccentrico","piatto, crostino","piatto, panchina","forchetta","eccentrico","piatto","crostino","piatto","panchina"
"sbj_blind_1","lanterna, mappa","bidet, bersaglio","succo, pomodoro","lanterna","mappa","bidet","bersaglio","succo","pomodoro"
"sbj_blind_1","coperta, documento","satellite, documento","verde, rana","coperta","documento","satellite","documento","verde","rana"
"sbj_blind_1","giallo, spinaci","verde, documento","mais, equilibrio","giallo","spinaci","verde","documento","mais","equilibrio"
"sbj_blind_1","limone, lanterna","braccialetto, rosa","equilatero, pidocchio","limone","lanterna","braccialetto","rosa","equilatero","pidocchio"
"sbj_blind_1","fiammifero, penna","forchetta, bersaglio","piatto, coccodrillo","fiammifero","penna","forchetta","bersaglio","piatto","coccodrillo"
"sbj_blind_1","braccialetto, panchina","succo, agenda","rana, documento","braccialetto","panchina","succo","agenda","rana","documento"
"sbj_blind_1","fiammifero, stuzzicadenti","gessetto, limone","crostino, bersaglio","fiammifero","stuzzicadenti","gessetto","limone","crostino","bersaglio"
"sbj_blind_1","rana, sega","leone, eccentrico","crostino, damigiana","rana","sega","leone","eccentrico","crostino","damigiana"
"sbj_blind_1","cavolo, bersaglio","stuzzicadenti, cavolo","equilibrio, autostrada","cavolo","bersaglio","stuzzicadenti","cavolo","equilibrio","autostrada"
"sbj_blind_1","limone, pidocchio","braccialetto, eccentrico","agenda, cassettiera","limone","pidocchio","braccialetto","eccentrico","agenda","cassettiera"
"sbj_blind_1","ciotola, eccentrico","diario, timone","﻿anello, verde","ciotola","eccentrico","diario","timone","﻿anello","verde"
"sbj_blind_1","cucchiaio, lavagna","ciotola, gessetto","diario, menta","cucchiaio","lavagna","ciotola","gessetto","diario","menta"
"sbj_blind_1","pomodoro, caramella","blu, lanterna","spinaci, panchina","pomodoro","caramella","blu","lanterna","spinaci","panchina"
"sbj_blind_1","rana, agenda","forchetta, rosa","stuzzicadenti, soglia","rana","agenda","forchetta","rosa","stuzzicadenti","soglia"
"sbj_blind_1","timone, giallo","cuscino, timone","stuzzicadenti, bidet","timone","giallo","cuscino","timone","stuzzicadenti","bidet"
"sbj_blind_1","rosa, eccentrico","﻿anello, appuntamento","fiammifero, satellite","rosa","eccentrico","﻿anello","appuntamento","fiammifero","satellite"
"sbj_blind_1","forchetta, cipolla","diario, sega","spremiagrumi, posacenere","forchetta","cipolla","diario","sega","spremiagrumi","posacenere"
"sbj_blind_1","ciotola, equilibrio","coperta, leone","cipolla, documento","ciotola","equilibrio","coperta","leone","cipolla","documento"
"sbj_blind_1","braccialetto, fiammifero","rana, eccentrico","libreria, cassettiera","braccialetto","fiammifero","rana","eccentrico","libreria","cassettiera"
"sbj_blind_1","lavagna, penna","cipolla, eccentrico","ciliegio, autorità","lavagna","penna","cipolla","eccentrico","ciliegio","autorità"
"sbj_blind_1","﻿anello, fiammifero","forchetta, crostino","pidocchio, satellite","﻿anello","fiammifero","forchetta","crostino","pidocchio","satellite"
"sbj_blind_1","panchina, bidet","gessetto, bidet","﻿anello, menta","panchina","bidet","gessetto","bidet","﻿anello","menta"
"sbj_blind_1","cipolla, caramella","lavagna, eccentrico","cucchiaio, mappa","cipolla","caramella","lavagna","eccentrico","cucchiaio","mappa"
"sbj_blind_1","candela, equilibrio","rosa, leone","﻿anello, coperta","candela","equilibrio","rosa","leone","﻿anello","coperta"
"sbj_blind_1","ciotola, giallo","stuzzicadenti, appuntamento","ciotola, timone","ciotola","giallo","stuzzicadenti","appuntamento","ciotola","timone"
"sbj_blind_1","cucchiaio, cuscino","limone, ciliegio","ciotola, piatto","cucchiaio","cuscino","limone","ciliegio","ciotola","piatto"
"sbj_blind_1","lanterna, caramella","cavolo, bidet","penna, coccodrillo","lanterna","caramella","cavolo","bidet","penna","coccodrillo"
"sbj_blind_1","forchetta, blu","﻿anello, cavolo","﻿anello, penna","forchetta","blu","﻿anello","cavolo","﻿anello","penna"
"sbj_blind_1","ciotola, blu","stuzzicadenti, mappa","gessetto, giallo","ciotola","blu","stuzzicadenti","mappa","gessetto","giallo"
"sbj_blind_1","viola, mappa","lavagna, panchina","gessetto, mais","viola","mappa","lavagna","panchina","gessetto","mais"
"sbj_blind_1","caramella, bersaglio","blu, menta","posacenere, sega","caramella","bersaglio","blu","menta","posacenere","sega"
"sbj_blind_1","coperta, spremiagrumi","﻿anello, giallo","equilibrio, autorità","coperta","spremiagrumi","﻿anello","giallo","equilibrio","autorità"
"sbj_blind_1","﻿anello, forchetta","forchetta, documento","gessetto, pidocchio","﻿anello","forchetta","forchetta","documento","gessetto","pidocchio"
"sbj_blind_1","viola, succo","sole, cipolla","candela, mais","viola","succo","sole","cipolla","candela","mais"
"sbj_blind_1","braccialetto, cassettiera","braccialetto, cuscino","lattuga, equilibrio","braccialetto","cassettiera","braccialetto","cuscino","lattuga","equilibrio"
"sbj_blind_1","forchetta, sega","rana, ciliegio","coccodrillo, pidocchio","forchetta","sega","rana","ciliegio","coccodrillo","pidocchio"
"sbj_blind_1","menta, mais","spinaci, autostrada","stuzzicadenti, limone","menta","mais","spinaci","autostrada","stuzzicadenti","limone"
"sbj_blind_1","giallo, succo","portafoglio, mappa","sole, sega","giallo","succo","portafoglio","mappa","sole","sega"
"sbj_blind_1","giallo, autorità","lavagna, pomodoro","menta, leone","giallo","autorità","lavagna","pomodoro","menta","leone"
"sbj_blind_1","equilatero, equilibrio","coperta, diario","coperta, succo","equilatero","equilibrio","coperta","diario","coperta","succo"
"sbj_blind_1","libreria, autorità","coccodrillo, satellite","fiammifero, equilatero","libreria","autorità","coccodrillo","satellite","fiammifero","equilatero"
"sbj_blind_1","panchina, ciliegio","menta, satellite","stuzzicadenti, damigiana","panchina","ciliegio","menta","satellite","stuzzicadenti","damigiana"
"sbj_blind_1","lavagna, portafoglio","autostrada, soglia","piatto, giallo","lavagna","portafoglio","autostrada","soglia","piatto","giallo"
"sbj_blind_1","timone, rana","forchetta, lattuga","cuscino, damigiana","timone","rana","forchetta","lattuga","cuscino","damigiana"
"sbj_blind_1","coccodrillo, documento","menta, damigiana","ciliegio, satellite","coccodrillo","documento","menta","damigiana","ciliegio","satellite"
"sbj_blind_1","viola, equilibrio","forchetta, panchina","spremiagrumi, panchina","viola","equilibrio","forchetta","panchina","spremiagrumi","panchina"
"sbj_blind_1","verde, coccodrillo","forchetta, limone","﻿anello, caramella","verde","coccodrillo","forchetta","limone","﻿anello","caramella"
"sbj_blind_1","piatto, sega","lattuga, coccodrillo","coperta, damigiana","piatto","sega","lattuga","coccodrillo","coperta","damigiana"
"sbj_blind_1","ciotola, mais","lattuga, caramella","leone, equilibrio","ciotola","mais","lattuga","caramella","leone","equilibrio"
"sbj_blind_1","viola, documento","forchetta, caramella","eccentrico, mappa","viola","documento","forchetta","caramella","eccentrico","mappa"
"sbj_blind_1","cuscino, diario","lavagna, lattuga","candela, timone","cuscino","diario","lavagna","lattuga","candela","timone"
"sbj_blind_1","forchetta, succo","piatto, lattuga","diario, equilatero","forchetta","succo","piatto","lattuga","diario","equilatero"
"sbj_blind_1","penna, cipolla","penna, cassettiera","piatto, menta","penna","cipolla","penna","cassettiera","piatto","menta"
"sbj_blind_1","posacenere, panchina","limone, panchina","spinaci, satellite","posacenere","panchina","limone","panchina","spinaci","satellite"
"sbj_blind_1","portafoglio, sole","giallo, agenda","penna, equilibrio","portafoglio","sole","giallo","agenda","penna","equilibrio"
"sbj_blind_1","giallo, lattuga","gessetto, cassettiera","verde, lattuga","giallo","lattuga","gessetto","cassettiera","verde","lattuga"
"sbj_blind_1","satellite, appuntamento","giallo, blu","cavolo, appuntamento","satellite","appuntamento","giallo","blu","cavolo","appuntamento"
"sbj_blind_1","mais, rana","braccialetto, ciotola","pomodoro, cassettiera","mais","rana","braccialetto","ciotola","pomodoro","cassettiera"
"sbj_blind_1","eccentrico, cassettiera","viola, rana","ciotola, diario","eccentrico","cassettiera","viola","rana","ciotola","diario"
"sbj_blind_1","braccialetto, blu","damigiana, documento","braccialetto, lanterna","braccialetto","blu","damigiana","documento","braccialetto","lanterna"
"sbj_blind_1","fiammifero, succo","menta, lattuga","gessetto, equilatero","fiammifero","succo","menta","lattuga","gessetto","equilatero"
"sbj_blind_1","sole, lattuga","timone, caramella","mappa, appuntamento","sole","lattuga","timone","caramella","mappa","appuntamento"
"sbj_blind_1","timone, equilibrio","lattuga, posacenere","piatto, mais","timone","equilibrio","lattuga","posacenere","piatto","mais"
"sbj_blind_1","stuzzicadenti, ciliegio","menta, libreria","lavagna, soglia","stuzzicadenti","ciliegio","menta","libreria","lavagna","soglia"
"sbj_blind_1","lavagna, mais","ciotola, soglia","cavolo, rana","lavagna","mais","ciotola","soglia","cavolo","rana"
"sbj_blind_1","pomodoro, agenda","candela, panchina","piatto, damigiana","pomodoro","agenda","candela","panchina","piatto","damigiana"
"sbj_blind_1","stuzzicadenti, panchina","menta, bersaglio","ciotola, spremiagrumi","stuzzicadenti","panchina","menta","bersaglio","ciotola","spremiagrumi"
"sbj_blind_1","giallo, viola","braccialetto, pomodoro","pidocchio, documento","giallo","viola","braccialetto","pomodoro","pidocchio","documento"
"sbj_blind_1","lanterna, ciliegio","ciotola, succo","panchina, damigiana","lanterna","ciliegio","ciotola","succo","panchina","damigiana"
"sbj_blind_1","libreria, autostrada","fiammifero, verde","documento, autorità","libreria","autostrada","fiammifero","verde","documento","autorità"
"sbj_blind_1","libreria, equilibrio","pidocchio, autostrada","sega, cassettiera","libreria","equilibrio","pidocchio","autostrada","sega","cassettiera"
"sbj_blind_1","stuzzicadenti, sega","braccialetto, autorità","viola, pidocchio","stuzzicadenti","sega","braccialetto","autorità","viola","pidocchio"
"sbj_blind_1","cuscino, menta","piatto, spinaci","spremiagrumi, autostrada","cuscino","menta","piatto","spinaci","spremiagrumi","autostrada"
"sbj_blind_1","coperta, cucchiaio","﻿anello, autorità","﻿anello, lanterna","coperta","cucchiaio","﻿anello","autorità","﻿anello","lanterna"
"sbj_blind_1","rana, leone","piatto, satellite","cipolla, pidocchio","rana","leone","piatto","satellite","cipolla","pidocchio"
"sbj_blind_1","posacenere, cassettiera","caramella, soglia","diario, soglia","posacenere","cassettiera","caramella","soglia","diario","soglia"
"sbj_blind_1","posacenere, equilatero","cucchiaio, leone","pomodoro, cipolla","posacenere","equilatero","cucchiaio","leone","pomodoro","cipolla"
"sbj_blind_1","posacenere, documento","rosa, limone","spinaci, crostino","posacenere","documento","rosa","limone","spinaci","crostino"
"sbj_blind_1","portafoglio, lattuga","fiammifero, pidocchio","caramella, agenda","portafoglio","lattuga","fiammifero","pidocchio","caramella","agenda"
"sbj_blind_1","timone, bidet","candela, pomodoro","gessetto, leone","timone","bidet","candela","pomodoro","gessetto","leone"
"sbj_blind_1","portafoglio, posacenere","candela, forchetta","spinaci, autorità","portafoglio","posacenere","candela","forchetta","spinaci","autorità"
"sbj_blind_1","crostino, caramella","ciotola, viola","cipolla, autorità","crostino","caramella","ciotola","viola","cipolla","autorità"
"sbj_blind_1","rosa, mappa","menta, equilibrio","pomodoro, equilatero","rosa","mappa","menta","equilibrio","pomodoro","equilatero"
"sbj_blind_1","blu, mais","rosa, ciliegio","giallo, rosa","blu","mais","rosa","ciliegio","giallo","rosa"
"sbj_blind_1","gessetto, autostrada","portafoglio, sega","menta, lanterna","gessetto","autostrada","portafoglio","sega","menta","lanterna"
"sbj_blind_1","ciotola, forchetta","spinaci, bersaglio","coperta, giallo","ciotola","forchetta","spinaci","bersaglio","coperta","giallo"
"sbj_blind_1","diario, damigiana","viola, satellite","ciliegio, libreria","diario","damigiana","viola","satellite","ciliegio","libreria"
"sbj_blind_1","portafoglio, appuntamento","bidet, caramella","equilibrio, cassettiera","portafoglio","appuntamento","bidet","caramella","equilibrio","cassettiera"
"sbj_blind_1","sega, autostrada","menta, autorità","cucchiaio, posacenere","sega","autostrada","menta","autorità","cucchiaio","posacenere"
"sbj_blind_1","gessetto, documento","braccialetto, viola","coperta, rana","gessetto","documento","braccialetto","viola","coperta","rana"
"sbj_blind_1","cipolla, cassettiera","ciliegio, autostrada","verde, mappa","cipolla","cassettiera","ciliegio","autostrada","verde","mappa"
"sbj_blind_1","mais, appuntamento","lavagna, appuntamento","timone, cassettiera","mais","appuntamento","lavagna","appuntamento","timone","cassettiera"
"sbj_blind_1","timone, eccentrico","timone, panchina","succo, equilibrio","timone","eccentrico","timone","panchina","succo","equilibrio"
"sbj_blind_1","forchetta, pomodoro","ciotola, verde","﻿anello, cassettiera","forchetta","pomodoro","ciotola","verde","﻿anello","cassettiera"
"sbj_blind_1","mappa, bersaglio","spremiagrumi, libreria","posacenere, lanterna","mappa","bersaglio","spremiagrumi","libreria","posacenere","lanterna"
"sbj_blind_1","rosa, pidocchio","sole, bidet","timone, sole","rosa","pidocchio","sole","bidet","timone","sole"
"sbj_blind_1","panchina, autorità","sole, autostrada","diario, spinaci","panchina","autorità","sole","autostrada","diario","spinaci"
"sbj_blind_1","viola, soglia","cuscino, bidet","limone, sole","viola","soglia","cuscino","bidet","limone","sole"
"sbj_blind_1","cavolo, pidocchio","cavolo, autostrada","braccialetto, candela","cavolo","pidocchio","cavolo","autostrada","braccialetto","candela"
"sbj_blind_1","sole, mappa","penna, blu","candela, viola","sole","mappa","penna","blu","candela","viola"
"sbj_blind_1","caramella, autorità","limone, spremiagrumi","rosa, succo","caramella","autorità","limone","spremiagrumi","rosa","succo"
"sbj_blind_1","menta, documento","cucchiaio, equilatero","equilatero, caramella","menta","documento","cucchiaio","equilatero","equilatero","caramella"
"sbj_blind_1","sega, bersaglio","braccialetto, lattuga","candela, sole","sega","bersaglio","braccialetto","lattuga","candela","sole"
"sbj_blind_1","piatto, limone","verde, giallo","piatto, agenda","piatto","limone","verde","giallo","piatto","agenda"
"sbj_blind_1","lavagna, crostino","sega, agenda","spremiagrumi, bersaglio","lavagna","crostino","sega","agenda","spremiagrumi","bersaglio"
"sbj_blind_1","cuscino, gessetto","verde, agenda","stuzzicadenti, equilibrio","cuscino","gessetto","verde","agenda","stuzzicadenti","equilibrio"
"sbj_blind_1","piatto, appuntamento","fiammifero, coccodrillo","fiammifero, timone","piatto","appuntamento","fiammifero","coccodrillo","fiammifero","timone"
"sbj_blind_1","cucchiaio, agenda","candela, leone","spinaci, equilatero","cucchiaio","agenda","candela","leone","spinaci","equilatero"
"sbj_blind_1","fiammifero, caramella","portafoglio, spinaci","coperta, equilatero","fiammifero","caramella","portafoglio","spinaci","coperta","equilatero"
"sbj_blind_1","candela, sega","portafoglio, bidet","stuzzicadenti, pomodoro","candela","sega","portafoglio","bidet","stuzzicadenti","pomodoro"
"sbj_blind_1","gessetto, sole","mais, equilatero","verde, cavolo","gessetto","sole","mais","equilatero","verde","cavolo"
"sbj_blind_1","candela, autostrada","viola, mais","cuscino, sega","candela","autostrada","viola","mais","cuscino","sega"
"sbj_blind_1","piatto, autostrada","portafoglio, limone","penna, agenda","piatto","autostrada","portafoglio","limone","penna","agenda"
"sbj_blind_1","giallo, ciliegio","braccialetto, portafoglio","gessetto, portafoglio","giallo","ciliegio","braccialetto","portafoglio","gessetto","portafoglio"
"sbj_blind_1","﻿anello, stuzzicadenti","viola, caramella","autorità, cassettiera","﻿anello","stuzzicadenti","viola","caramella","autorità","cassettiera"
"sbj_blind_1","fiammifero, equilibrio","braccialetto, spinaci","stuzzicadenti, viola","fiammifero","equilibrio","braccialetto","spinaci","stuzzicadenti","viola"
"sbj_blind_1","rosa, spremiagrumi","spinaci, agenda","cucchiaio, fiammifero","rosa","spremiagrumi","spinaci","agenda","cucchiaio","fiammifero"
"sbj_blind_1","cucchiaio, spremiagrumi","rana, coccodrillo","bersaglio, cassettiera","cucchiaio","spremiagrumi","rana","coccodrillo","bersaglio","cassettiera"
"sbj_blind_1","giallo, pidocchio","rosa, panchina","lattuga, sega","giallo","pidocchio","rosa","panchina","lattuga","sega"
"sbj_blind_1","coccodrillo, caramella","stuzzicadenti, spremiagrumi","posacenere, mappa","coccodrillo","caramella","stuzzicadenti","spremiagrumi","posacenere","mappa"
"sbj_blind_1","posacenere, bersaglio","braccialetto, equilatero","sole, panchina","posacenere","bersaglio","braccialetto","equilatero","sole","panchina"
"sbj_blind_1","gessetto, rosa","penna, piatto","coccodrillo, eccentrico","gessetto","rosa","penna","piatto","coccodrillo","eccentrico"
"sbj_blind_1","diario, ciliegio","spinaci, lanterna","pomodoro, damigiana","diario","ciliegio","spinaci","lanterna","pomodoro","damigiana"
"sbj_blind_1","blu, limone","posacenere, eccentrico","lavagna, pidocchio","blu","limone","posacenere","eccentrico","lavagna","pidocchio"
"sbj_blind_1","coperta, cassettiera","spinaci, bidet","cuscino, rana","coperta","cassettiera","spinaci","bidet","cuscino","rana"
"sbj_blind_1","cavolo, satellite","﻿anello, agenda","penna, mais","cavolo","satellite","﻿anello","agenda","penna","mais"
"sbj_blind_1","verde, cipolla","cavolo, equilibrio","caramella, pidocchio","verde","cipolla","cavolo","equilibrio","caramella","pidocchio"
"sbj_blind_1","blu, rosa","verde, appuntamento","forchetta, menta","blu","rosa","verde","appuntamento","forchetta","menta"
"sbj_blind_1","mais, bidet","mappa, equilibrio","candela, diario","mais","bidet","mappa","equilibrio","candela","diario"
"sbj_blind_1","ciotola, rosa","cuscino, forchetta","spremiagrumi, cipolla","ciotola","rosa","cuscino","forchetta","spremiagrumi","cipolla"
"sbj_blind_1","blu, damigiana","﻿anello, piatto","candela, soglia","blu","damigiana","﻿anello","piatto","candela","soglia"
"sbj_blind_1","candela, gessetto","piatto, stuzzicadenti","coccodrillo, leone","candela","gessetto","piatto","stuzzicadenti","coccodrillo","leone"
"sbj_blind_1","pidocchio, damigiana","limone, lattuga","cuscino, posacenere","pidocchio","damigiana","limone","lattuga","cuscino","posacenere"
"sbj_blind_1","stuzzicadenti, crostino","cucchiaio, pidocchio","coperta, ciliegio","stuzzicadenti","crostino","cucchiaio","pidocchio","coperta","ciliegio"
"sbj_blind_1","candela, lavagna","cucchiaio, piatto","cuscino, portafoglio","candela","lavagna","cucchiaio","piatto","cuscino","portafoglio"
"sbj_blind_1","sega, mappa","succo, sole","coccodrillo, cassettiera","sega","mappa","succo","sole","coccodrillo","cassettiera"
"sbj_blind_1","verde, soglia","damigiana, equilibrio","verde, libreria","verde","soglia","damigiana","equilibrio","verde","libreria"
"sbj_blind_1","cipolla, libreria","succo, spinaci","lavagna, autorità","cipolla","libreria","succo","spinaci","lavagna","autorità"
"sbj_blind_1","verde, equilatero","verde, blu","lattuga, agenda","verde","equilatero","verde","blu","lattuga","agenda"
"sbj_blind_1","penna, pomodoro","giallo, limone","sole, autorità","penna","pomodoro","giallo","limone","sole","autorità"
"sbj_blind_1","gessetto, agenda","cuscino, equilibrio","ciotola, autostrada","gessetto","agenda","cuscino","equilibrio","ciotola","autostrada"
"sbj_blind_1","succo, caramella","coperta, libreria","eccentrico, libreria","succo","caramella","coperta","libreria","eccentrico","libreria"
"sbj_blind_1","diario, cavolo","lattuga, equilatero","lavagna, coccodrillo","diario","cavolo","lattuga","equilatero","lavagna","coccodrillo"
"sbj_blind_1","coperta, mappa","lavagna, posacenere","sole, agenda","coperta","mappa","lavagna","posacenere","sole","agenda"
"sbj_blind_1","spinaci, coccodrillo","coperta, panchina","gessetto, sega","spinaci","coccodrillo","coperta","panchina","gessetto","sega"
"sbj_blind_1","timone, ciliegio","giallo, coccodrillo","coperta, limone","timone","ciliegio","giallo","coccodrillo","coperta","limone"
"sbj_blind_1","﻿anello, libreria","rosa, libreria","coccodrillo, posacenere","﻿anello","libreria","rosa","libreria","coccodrillo","posacenere"
"sbj_blind_1","mais, cassettiera","lanterna, damigiana","spremiagrumi, autorità","mais","cassettiera","lanterna","damigiana","spremiagrumi","autorità"
"sbj_blind_1","verde, spremiagrumi","verde, caramella","cuscino, cavolo","verde","spremiagrumi","verde","caramella","cuscino","cavolo"
"sbj_blind_1","timone, cipolla","ciotola, posacenere","giallo, sole","timone","cipolla","ciotola","posacenere","giallo","sole"
"sbj_blind_1","mais, coccodrillo","candela, caramella","lavagna, piatto","mais","coccodrillo","candela","caramella","lavagna","piatto"
"sbj_blind_1","lavagna, leone","penna, cavolo","fiammifero, ciliegio","lavagna","leone","penna","cavolo","fiammifero","ciliegio"
"sbj_blind_1","braccialetto, stuzzicadenti","fiammifero, lavagna","portafoglio, satellite","braccialetto","stuzzicadenti","fiammifero","lavagna","portafoglio","satellite"
"sbj_blind_1","caramella, cassettiera","candela, libreria","spinaci, equilibrio","caramella","cassettiera","candela","libreria","spinaci","equilibrio"
"sbj_blind_1","viola, sole","viola, lattuga","sole, equilibrio","viola","sole","viola","lattuga","sole","equilibrio"
"sbj_blind_1","viola, menta","leone, documento","penna, appuntamento","viola","menta","leone","documento","penna","appuntamento"
"sbj_blind_1","menta, posacenere","﻿anello, braccialetto","lavagna, sega","menta","posacenere","﻿anello","braccialetto","lavagna","sega"
"sbj_blind_1","bersaglio, appuntamento","rana, posacenere","stuzzicadenti, mais","bersaglio","appuntamento","rana","posacenere","stuzzicadenti","mais"
